,subsr,asset_nm,ct_cl,genre_of_ct_cl,use_tms,SMRY,ACTR_DISP,disp_rtm,strt_dt
11290,67334000,(FREE)퍼펙트맨(무료),영화,코미디,0,"돈 쫌 많은 로펌 대표 VS 폼 쫌 잡는 건달! 한탕을 꿈꾸던 건달 영기는 7억원 주식 사기를 당하게 된다. 눈앞에 깜깜한 그때, 까칠한 로펌 대표 장수가 나타나, 2개월 시한부인 자신의 할 일을 돕는 대신 사망보험금을 내건 빅딜을 제안하는데...","설경구,조진웅,허준호,진선규,지승현,김사랑,이호철,윤상화,김준,소희정,이주원,박인수",01:56,20240229140600
11291,65431000,(FREE)퍼펙트맨(무료),영화,코미디,178,"돈 쫌 많은 로펌 대표 VS 폼 쫌 잡는 건달! 한탕을 꿈꾸던 건달 영기는 7억원 주식 사기를 당하게 된다. 눈앞에 깜깜한 그때, 까칠한 로펌 대표 장수가 나타나, 2개월 시한부인 자신의 할 일을 돕는 대신 사망보험금을 내건 빅딜을 제안하는데...","설경구,조진웅,허준호,진선규,지승현,김사랑,이호철,윤상화,김준,소희정,이주원,박인수",01:56,20240206122243
11292,63740000,(FREE)퍼펙트맨(무료),영화,코미디,6960,"돈 쫌 많은 로펌 대표 VS 폼 쫌 잡는 건달! 한탕을 꿈꾸던 건달 영기는 7억원 주식 사기를 당하게 된다. 눈앞에 깜깜한 그때, 까칠한 로펌 대표 장수가 나타나, 2개월 시한부인 자신의 할 일을 돕는 대신 사망보험금을 내건 빅딜을 제안하는데...","설경구,조진웅,허준호,진선규,지승현,김사랑,이호철,윤상화,김준,소희정,이주원,박인수",01:56,20240210102407
11293,66103000,(FREE)퍼펙트맨(무료),영화,코미디,0,"돈 쫌 많은 로펌 대표 VS 폼 쫌 잡는 건달! 한탕을 꿈꾸던 건달 영기는 7억원 주식 사기를 당하게 된다. 눈앞에 깜깜한 그때, 까칠한 로펌 대표 장수가 나타나, 2개월 시한부인 자신의 할 일을 돕는 대신 사망보험금을 내건 빅딜을 제안하는데...","설경구,조진웅,허준호,진선규,지승현,김사랑,이호철,윤상화,김준,소희정,이주원,박인수",01:56,20240214165751
11294,60801000,(FREE)퍼펙트맨(무료),영화,코미디,0,"돈 쫌 많은 로펌 대표 VS 폼 쫌 잡는 건달! 한탕을 꿈꾸던 건달 영기는 7억원 주식 사기를 당하게 된다. 눈앞에 깜깜한 그때, 까칠한 로펌 대표 장수가 나타나, 2개월 시한부인 자신의 할 일을 돕는 대신 사망보험금을 내건 빅딜을 제안하는데...","설경구,조진웅,허준호,진선규,지승현,김사랑,이호철,윤상화,김준,소희정,이주원,박인수",01:56,20240215235659
11295,66056000,(FREE)퍼펙트맨(무료),영화,코미디,612,"돈 쫌 많은 로펌 대표 VS 폼 쫌 잡는 건달! 한탕을 꿈꾸던 건달 영기는 7억원 주식 사기를 당하게 된다. 눈앞에 깜깜한 그때, 까칠한 로펌 대표 장수가 나타나, 2개월 시한부인 자신의 할 일을 돕는 대신 사망보험금을 내건 빅딜을 제안하는데...","설경구,조진웅,허준호,진선규,지승현,김사랑,이호철,윤상화,김준,소희정,이주원,박인수",01:56,20240201142953
11320,64055000,(FREE)더 컨트랙터(무료),영화,액션/어드벤쳐,5899,"서비스 해지 시까지 시청 가능. 특수부대 중사 출신 제임스 하퍼는 전역을 명 받고 법의 테두리 밖에서 국가에 충성하는 극비 조직에 합류한다. 그에게 주어진 첫번째 미션은, 전세계를 혼란에 빠뜨릴 바이러스 테러를 막는 것. 그러나, 미션 도중 거대한 음모에 휘말리는데..","크리스 파인,벤 포스터,키퍼 서덜랜드,질리언 제이콥스,에디 마산,테이트 플레처,플로리안 문테아누,니나 호스",01:43,20240210150759
11321,65226000,(FREE)더 컨트랙터(무료),영화,액션/어드벤쳐,1290,"서비스 해지 시까지 시청 가능. 특수부대 중사 출신 제임스 하퍼는 전역을 명 받고 법의 테두리 밖에서 국가에 충성하는 극비 조직에 합류한다. 그에게 주어진 첫번째 미션은, 전세계를 혼란에 빠뜨릴 바이러스 테러를 막는 것. 그러나, 미션 도중 거대한 음모에 휘말리는데..","크리스 파인,벤 포스터,키퍼 서덜랜드,질리언 제이콥스,에디 마산,테이트 플레처,플로리안 문테아누,니나 호스",01:43,20240223004611
11322,64151000,(FREE)더 컨트랙터(무료),영화,액션/어드벤쳐,2933,"서비스 해지 시까지 시청 가능. 특수부대 중사 출신 제임스 하퍼는 전역을 명 받고 법의 테두리 밖에서 국가에 충성하는 극비 조직에 합류한다. 그에게 주어진 첫번째 미션은, 전세계를 혼란에 빠뜨릴 바이러스 테러를 막는 것. 그러나, 미션 도중 거대한 음모에 휘말리는데..","크리스 파인,벤 포스터,키퍼 서덜랜드,질리언 제이콥스,에디 마산,테이트 플레처,플로리안 문테아누,니나 호스",01:43,20240207151454
11323,64151000,(FREE)더 컨트랙터(무료),영화,액션/어드벤쳐,3739,"서비스 해지 시까지 시청 가능. 특수부대 중사 출신 제임스 하퍼는 전역을 명 받고 법의 테두리 밖에서 국가에 충성하는 극비 조직에 합류한다. 그에게 주어진 첫번째 미션은, 전세계를 혼란에 빠뜨릴 바이러스 테러를 막는 것. 그러나, 미션 도중 거대한 음모에 휘말리는데..","크리스 파인,벤 포스터,키퍼 서덜랜드,질리언 제이콥스,에디 마산,테이트 플레처,플로리안 문테아누,니나 호스",01:43,20240207121924
11324,64055000,(FREE)더 컨트랙터(무료),영화,액션/어드벤쳐,9,"서비스 해지 시까지 시청 가능. 특수부대 중사 출신 제임스 하퍼는 전역을 명 받고 법의 테두리 밖에서 국가에 충성하는 극비 조직에 합류한다. 그에게 주어진 첫번째 미션은, 전세계를 혼란에 빠뜨릴 바이러스 테러를 막는 것. 그러나, 미션 도중 거대한 음모에 휘말리는데..","크리스 파인,벤 포스터,키퍼 서덜랜드,질리언 제이콥스,에디 마산,테이트 플레처,플로리안 문테아누,니나 호스",01:43,20240224205429
11325,67334000,(FREE)더 컨트랙터(무료),영화,액션/어드벤쳐,0,"서비스 해지 시까지 시청 가능. 특수부대 중사 출신 제임스 하퍼는 전역을 명 받고 법의 테두리 밖에서 국가에 충성하는 극비 조직에 합류한다. 그에게 주어진 첫번째 미션은, 전세계를 혼란에 빠뜨릴 바이러스 테러를 막는 것. 그러나, 미션 도중 거대한 음모에 휘말리는데..","크리스 파인,벤 포스터,키퍼 서덜랜드,질리언 제이콥스,에디 마산,테이트 플레처,플로리안 문테아누,니나 호스",01:43,20240229142700
11326,60939000,(FREE)더 컨트랙터(무료),영화,액션/어드벤쳐,269,"서비스 해지 시까지 시청 가능. 특수부대 중사 출신 제임스 하퍼는 전역을 명 받고 법의 테두리 밖에서 국가에 충성하는 극비 조직에 합류한다. 그에게 주어진 첫번째 미션은, 전세계를 혼란에 빠뜨릴 바이러스 테러를 막는 것. 그러나, 미션 도중 거대한 음모에 휘말리는데..","크리스 파인,벤 포스터,키퍼 서덜랜드,질리언 제이콥스,에디 마산,테이트 플레처,플로리안 문테아누,니나 호스",01:43,20240204211531
11327,60939000,(FREE)더 컨트랙터(무료),영화,액션/어드벤쳐,5674,"서비스 해지 시까지 시청 가능. 특수부대 중사 출신 제임스 하퍼는 전역을 명 받고 법의 테두리 밖에서 국가에 충성하는 극비 조직에 합류한다. 그에게 주어진 첫번째 미션은, 전세계를 혼란에 빠뜨릴 바이러스 테러를 막는 것. 그러나, 미션 도중 거대한 음모에 휘말리는데..","크리스 파인,벤 포스터,키퍼 서덜랜드,질리언 제이콥스,에디 마산,테이트 플레처,플로리안 문테아누,니나 호스",01:43,20240205195731
11352,66056000,첫 삽입에 이성잃은 거유 아내(예고),영화,성인,60,"회사 동료 사이토와 한잔한 야기는 술이 조금 모자란다는 듯 집으로 사이토와 함께 갔다. 술에 취해 집에 도착한 두 사람을 마중 나온 아즈사의 거유로부터 눈을 뗄 수 없는 사이토. 집에서 2차를 하지만, 야기와 사이토는 서로 의견이 달라 말다툼을 하고 마는데...",야기 아즈사,00:01,20240229022221
11359,60939000,하나님의 마음,영화,드라마,15,"왜 하필 하나님께서는 외아들을 번제로 바치라고 하셨을까? 어느 날 밤, 하나님이 아브라함을 찾아와 모리아 땅으로 가서 외아들 이삭을 번제로 바치라고 명령하신다. 아브라함은 다음 날 아내 사라를 뒤로 한 채 이삭과 3일간의 험난한 여정을 시작한다.","니콜라스 무아와드,사라 세예드,다니엘 다 실바",01:42,20240218191944
11360,60939000,하나님의 마음,영화,드라마,2700,"왜 하필 하나님께서는 외아들을 번제로 바치라고 하셨을까? 어느 날 밤, 하나님이 아브라함을 찾아와 모리아 땅으로 가서 외아들 이삭을 번제로 바치라고 명령하신다. 아브라함은 다음 날 아내 사라를 뒤로 한 채 이삭과 3일간의 험난한 여정을 시작한다.","니콜라스 무아와드,사라 세예드,다니엘 다 실바",01:42,20240218183436
11361,60939000,하나님의 마음,영화,드라마,65,"왜 하필 하나님께서는 외아들을 번제로 바치라고 하셨을까? 어느 날 밤, 하나님이 아브라함을 찾아와 모리아 땅으로 가서 외아들 이삭을 번제로 바치라고 명령하신다. 아브라함은 다음 날 아내 사라를 뒤로 한 채 이삭과 3일간의 험난한 여정을 시작한다.","니콜라스 무아와드,사라 세예드,다니엘 다 실바",01:42,20240218165510
11382,61136000,S급 얼굴만으로 3번 가능한 미녀와 섹스,영화,성인,39,진짜 예쁜 아이돌급 미녀 섭외! 글자 그대로 미친 미모를 자랑하는 일반인입니다. 이 정도 미녀와 하면 하루종일도 할 수 있겠네요.,"마미,미호",00:44,20240212212029
11383,61136000,S급 얼굴만으로 3번 가능한 미녀와 섹스,영화,성인,37,진짜 예쁜 아이돌급 미녀 섭외! 글자 그대로 미친 미모를 자랑하는 일반인입니다. 이 정도 미녀와 하면 하루종일도 할 수 있겠네요.,"마미,미호",00:44,20240223133951
11384,61136000,S급 얼굴만으로 3번 가능한 미녀와 섹스,영화,성인,54,진짜 예쁜 아이돌급 미녀 섭외! 글자 그대로 미친 미모를 자랑하는 일반인입니다. 이 정도 미녀와 하면 하루종일도 할 수 있겠네요.,"마미,미호",00:44,20240223034929
11385,61136000,S급 얼굴만으로 3번 가능한 미녀와 섹스,영화,성인,165,진짜 예쁜 아이돌급 미녀 섭외! 글자 그대로 미친 미모를 자랑하는 일반인입니다. 이 정도 미녀와 하면 하루종일도 할 수 있겠네요.,"마미,미호",00:44,20240223034120
11386,61136000,S급 얼굴만으로 3번 가능한 미녀와 섹스,영화,성인,121,진짜 예쁜 아이돌급 미녀 섭외! 글자 그대로 미친 미모를 자랑하는 일반인입니다. 이 정도 미녀와 하면 하루종일도 할 수 있겠네요.,"마미,미호",00:44,20240223043612
11387,61136000,S급 얼굴만으로 3번 가능한 미녀와 섹스,영화,성인,32,진짜 예쁜 아이돌급 미녀 섭외! 글자 그대로 미친 미모를 자랑하는 일반인입니다. 이 정도 미녀와 하면 하루종일도 할 수 있겠네요.,"마미,미호",00:44,20240224174507
11388,66890000,S급 얼굴만으로 3번 가능한 미녀와 섹스,영화,성인,4,진짜 예쁜 아이돌급 미녀 섭외! 글자 그대로 미친 미모를 자랑하는 일반인입니다. 이 정도 미녀와 하면 하루종일도 할 수 있겠네요.,"마미,미호",00:44,20240225082534
11389,66890000,S급 얼굴만으로 3번 가능한 미녀와 섹스,영화,성인,1434,진짜 예쁜 아이돌급 미녀 섭외! 글자 그대로 미친 미모를 자랑하는 일반인입니다. 이 정도 미녀와 하면 하루종일도 할 수 있겠네요.,"마미,미호",00:44,20240225082538
11390,61136000,S급 얼굴만으로 3번 가능한 미녀와 섹스,영화,성인,74,진짜 예쁜 아이돌급 미녀 섭외! 글자 그대로 미친 미모를 자랑하는 일반인입니다. 이 정도 미녀와 하면 하루종일도 할 수 있겠네요.,"마미,미호",00:44,20240213015729
11391,61136000,S급 얼굴만으로 3번 가능한 미녀와 섹스,영화,성인,5,진짜 예쁜 아이돌급 미녀 섭외! 글자 그대로 미친 미모를 자랑하는 일반인입니다. 이 정도 미녀와 하면 하루종일도 할 수 있겠네요.,"마미,미호",00:44,20240216052239
11392,67164000,트리트 미 라이크 파이어,영화,멜로,285,자신이 일하는 레스토랑에 일자리를 달라고 당당히 요구하는 남자 아벨과 우연처럼 만난 엘라는 자유롭고 어딘지 위험해 보이는 그에게 강렬한 끌림을 느낀다. 마치 계획된 것처럼 아벨에게 이끌려 게임의 세계에 발을 들인 엘라는 시간이 갈수록 아벨의 모든 것에 중독된다.,"타하르 라힘,스테이시 마틴,브루노 월코위치,카림 르클로,마리 디나노드,장 미셀 코레이아",01:47,20240216211022
11393,67164000,트리트 미 라이크 파이어,영화,멜로,605,자신이 일하는 레스토랑에 일자리를 달라고 당당히 요구하는 남자 아벨과 우연처럼 만난 엘라는 자유롭고 어딘지 위험해 보이는 그에게 강렬한 끌림을 느낀다. 마치 계획된 것처럼 아벨에게 이끌려 게임의 세계에 발을 들인 엘라는 시간이 갈수록 아벨의 모든 것에 중독된다.,"타하르 라힘,스테이시 마틴,브루노 월코위치,카림 르클로,마리 디나노드,장 미셀 코레이아",01:47,20240216211514
11394,60550000,트리트 미 라이크 파이어,영화,멜로,598,자신이 일하는 레스토랑에 일자리를 달라고 당당히 요구하는 남자 아벨과 우연처럼 만난 엘라는 자유롭고 어딘지 위험해 보이는 그에게 강렬한 끌림을 느낀다. 마치 계획된 것처럼 아벨에게 이끌려 게임의 세계에 발을 들인 엘라는 시간이 갈수록 아벨의 모든 것에 중독된다.,"타하르 라힘,스테이시 마틴,브루노 월코위치,카림 르클로,마리 디나노드,장 미셀 코레이아",01:47,20240207140822
